season,episode,title,character,dialogue
3,04, George Stephanopoulos ,Rachel," Monica, what is so amazing? I gave up, like,
everything. And for what? "
3,04, George Stephanopoulos ,Phoebe, You are just like Jack. 
3,04, George Stephanopoulos ,Rachel, ...Jack from downstairs? 
3,04, George Stephanopoulos ,Phoebe," No, Jack and the Beanstalk. "
3,04, George Stephanopoulos ,Monica," Ah, the other Jack. "
3,04, George Stephanopoulos ,Phoebe," Yeah, right! See, he gave up something, but
then he got those magic beans. And then he woke up, and there was this, this big plant
outside his window, full of possibilities and stuff.. And he lived in a village, and you
live in the Village.. "
3,04, George Stephanopoulos ,Rachel," Okay, but Pheebs, Pheebs, Jack gave up a
cow, I gave up an orthodontist. Okay, I-I-I know, I know I didn't love him- "
3,04, George Stephanopoulos ,Phoebe," Oh, see, Jack did love the cow. "
3,04, George Stephanopoulos ,Rachel," But see, it was a plan. Y'know, it was
clear. It was figured out, and now everything's just kinda like... "
3,04, George Stephanopoulos ,Phoebe, Floopy? 
3,04, George Stephanopoulos ,Rachel, Yeah. 
3,04, George Stephanopoulos ,Monica," So what, you're not the only one. I mean,
half the time we don't know where we're going. You've just gotta figure at some point it's
all gonna come together, and it's just gonna be... un-floopy. "
3,04, George Stephanopoulos ,Phoebe," Oh, like that's a word. "
3,04, George Stephanopoulos ,Rachel," Okay, but Monica, what if- what if it
doesn't come together? "
3,04, George Stephanopoulos ,Monica, ...Pheebs? 
3,04, George Stephanopoulos ,Phoebe," Oh, well... 'cause.... you just... I don't
like this question. "
3,04, George Stephanopoulos ,Rachel," Okay, see, see, you guys, what if we don't
get magic beans? I mean, what if all we've got are.. beans? "
3,04, George Stephanopoulos ,,
3,04, George Stephanopoulos ,Ross," Get him! GET HIM! Get him! Get- YESSS! Not
laughing now, are ya pal! "
3,04, George Stephanopoulos ,Chandler," (to Ross) See buddy, that's all you need,
a bunch of toothless guys hitting each other with sticks. "
3,04, George Stephanopoulos ,Ross, Pass it! Pass it! 
3,04, George Stephanopoulos ,Chandler, He's open! 
3,04, George Stephanopoulos ,All, Shoot! Shoot! Shoot! 
3,04, George Stephanopoulos ,,
3,04, George Stephanopoulos ,Chandler," Hey, look, we're on that TV thing! "
3,04, George Stephanopoulos ,,
3,04, George Stephanopoulos ,,
3,04, George Stephanopoulos ,Chandler, (to the receptionist)'Scuse me. 
3,04, George Stephanopoulos ,Receptionist," (holds up her hand—she is on the
phone) It says to call this number if you're not completely satisfied with this candy bar.
Well, I'm not completely satisfied. "
3,04, George Stephanopoulos ,Chandler," Listen, it's kind of an emergency. Well, I
guess you know that, or we'd be in the predicament room. (The receptionist glares at him.)
"
3,04, George Stephanopoulos ,Receptionist," (on phone) Hold on. (To Chandler) Fill
these out, sit over there. (Tosses him some forms.) "
3,04, George Stephanopoulos ,Ross," (jumping to his feet) Look, I don't wanna make
any trouble, okay, but I'm in a lot of pain here, alright? My face is dented. "
3,04, George Stephanopoulos ,Receptionist," Well, you'll have to wait your turn. "
3,04, George Stephanopoulos ,Joey," Well, how long do you think it'll be? "
3,04, George Stephanopoulos ,Receptionist, (sarcastic) Any minute now. 
3,04, George Stephanopoulos ,Ross," Hey, this- (she gives him a look and the guys
back off) Heyy... "
3,04, George Stephanopoulos ,,
3,04, George Stephanopoulos ,Rachel," I'm so sorry, you guys. I didn't mean to
bring you down. "
3,04, George Stephanopoulos ,Monica," No, you were right. I don't have a plan.
(There's a knock on the door.) "
3,04, George Stephanopoulos ,,
3,04, George Stephanopoulos ,Rachel," Thank God. Food. (She goes to answer the
door.) "
3,04, George Stephanopoulos ,Monica, Phoebe? 
3,04, George Stephanopoulos ,Phoebe, What? 
3,04, George Stephanopoulos ,Monica, Do you have a plan? 
3,04, George Stephanopoulos ,Phoebe, I don't even have a 'pl'. 
3,04, George Stephanopoulos ,,
3,04, George Stephanopoulos ,Rachel," (miserably) No, no, that's not what we
ordered... We ordered a fat-free crust with extra cheese. "
3,04, George Stephanopoulos ,,
3,04, George Stephanopoulos ,Monica," (leaping off of the couch and runs up) Wait!
Did you say 'G.Stephanopoulos?' "
3,04, George Stephanopoulos ,,
3,04, George Stephanopoulos ,Monica," Wait, was this a-a small mediterranean guy
with curiously intelligent good looks? "
3,04, George Stephanopoulos ,,
3,04, George Stephanopoulos ,Monica, Was he wearing a stunning blue suit? 
3,04, George Stephanopoulos ,Phoebe, And-and a power tie? 
3,04, George Stephanopoulos ,,
3,04, George Stephanopoulos ,Monica, (staggered) Oh God. 
3,04, George Stephanopoulos ,,
3,04, George Stephanopoulos ,Monica," Are you nuts?! We've got George
Stephanopoulos' pizza! (Rachel pays him, Monica grabs some binoculars, and runs to the
window.) "
3,04, George Stephanopoulos ,Rachel," Uh, Pheebs? Who's George Snuffalopagus? "
3,04, George Stephanopoulos ,Phoebe, Big Bird's friend. 
3,04, George Stephanopoulos ,Monica, I see pizza! 
3,04, George Stephanopoulos ,Phoebe," Oh, I wanna see! Lemme see! Lemme see! (She
runs up and takes the binoculars.) "
3,04, George Stephanopoulos ,Rachel, Hello? Who are we spying on? 
3,04, George Stephanopoulos ,Monica," White House adviser? Clinton's campaign guy?
The one with the great hair, sexy smile, really cute butt? "
3,04, George Stephanopoulos ,Rachel," Oh, him, the little guy? Oh, I love him! "
3,04, George Stephanopoulos ,Phoebe," Ooh, wait.. wait, I see a woman. "
3,04, George Stephanopoulos ,Monica, Please tell me it's his mother. 
3,04, George Stephanopoulos ,Phoebe, Definitely not his mother. 
3,04, George Stephanopoulos ,Monica," Oh, no... "
3,04, George Stephanopoulos ,Phoebe," Oh, wait, she's walking across the floor..
she's walking.. she's walking.. she's going for the pizza- (Yelling) Hey, that's not for
you, bitch! (Phoebe covers her mouth with her hand walks away from the window.) "
3,04, George Stephanopoulos ,,
3,04, George Stephanopoulos ,Chandler," Excuse me, look, we've been here for over
an hour, and a lot of people less sick than my friend have gone in. I mean, that guy with
the toe thing? Who's he sleeping with? (She slides the gladd panel over and Chandler talks
through it in a loud voice.) Oh, c'mon Dora, don't be mad... I know we both said some
things we didn't mean, but that doesn't mean we still don't love each other. (To the
waiting room.) Y'know, I feel like I've lost her.. (She slides the panel back, he turns,
and it takes him by surprise.) Ba-! "
3,04, George Stephanopoulos ,,
3,04, George Stephanopoulos ,Monica, Light still out? 
3,04, George Stephanopoulos ,Rachel, Yeah. 
3,04, George Stephanopoulos ,Monica, Oh. Maybe they're- napping. 
3,04, George Stephanopoulos ,Rachel," Oh please, they're having sex. "
3,04, George Stephanopoulos ,Monica and Phoebe, Shut up! 
3,04, George Stephanopoulos ,Rachel," So, whaddya think George is like? "
3,04, George Stephanopoulos ,Monica, I think he's shy. 
3,04, George Stephanopoulos ,Phoebe, Yeah? 
3,04, George Stephanopoulos ,Monica," Yeah. I think you have to draw him out. And
then- when you do- he's a preppy animal. "
3,04, George Stephanopoulos ,,
3,04, George Stephanopoulos ,Ross," I remember the moonlight coming through the
window- and her face had the most incredible glow. "
3,04, George Stephanopoulos ,Chandler," Yes, the moon, the glow, the magical
feeling, you did this part- Could I get some painkillers over here, please? "
3,04, George Stephanopoulos ,Joey," He's right, enough, already. What is the big
deal about today? So you slept with her for the first time, so what? You slept with her
for seven years after that. "
3,04, George Stephanopoulos ,Ross," Look, it's just a little more complicated... "
3,04, George Stephanopoulos ,Chandler," Well, what? What? What is it? That she
left you? That she likes women? That she left you for another woman that likes women? "
3,04, George Stephanopoulos ,Ross," Little louder, okay, I think there's a man on
the twelfth floor in a coma that didn't quite hear you... "
3,04, George Stephanopoulos ,Chandler, Then what? 
3,04, George Stephanopoulos ,Ross," My first time with Carol was... (He mumbles
the last part) "
3,04, George Stephanopoulos ,Joey, What? 
3,04, George Stephanopoulos ,Ross, It was my first time. 
3,04, George Stephanopoulos ,Joey, With Carol? (Ross gives him a look.) Oh. 
3,04, George Stephanopoulos ,Chandler," So in your whole life, you've only been
with one—(He gets a look too)—oh. "
3,04, George Stephanopoulos ,Joey," Whoah, boy, hockey was a big mistake! There
was a whole bunch of stuff we could've done tonight! "
3,04, George Stephanopoulos ,,
3,04, George Stephanopoulos ,Monica," Okay. Okay, I got one. Do you remember that
vegetarian pate that I made that you loved so much? "
3,04, George Stephanopoulos ,Phoebe, Uh-huh. 
3,04, George Stephanopoulos ,Monica," Well, unless goose is a vegetable...ha
haaaah! "
3,04, George Stephanopoulos ,Phoebe," Oh! Oh! Oh! Okay, fine, fine. Now I don't
feel so bad about sleeping with Jason Hurley. "
3,04, George Stephanopoulos ,Monica, What?! You slept with Jason? 
3,04, George Stephanopoulos ,Phoebe, You'd already broken up. 
3,04, George Stephanopoulos ,Rachel, How long? 
3,04, George Stephanopoulos ,Phoebe, A couple hours. 
3,04, George Stephanopoulos ,Monica," Oh, that's nice! "
3,04, George Stephanopoulos ,Rachel," Okay, okay, okay, I got one! (She sits up
and the cushion she was leaning against falls off of the balcony.) Anyway- The valentine
Tommy Rollerson left in your locker was really from me. "
3,04, George Stephanopoulos ,Monica, Excuse me?! 
3,04, George Stephanopoulos ,Rachel," Hello? Like he was really gonna send you
one? (To Phoebe) She was a big girl. "
3,04, George Stephanopoulos ,Monica," Really. Well, at least 'big girls' don't pee
in their pants in seventh grade! "
3,04, George Stephanopoulos ,Rachel," I was laughing! You made me laugh! (Monica
and Rachel start to squabble) "
3,04, George Stephanopoulos ,Phoebe, There he is! There he is! 
3,04, George Stephanopoulos ,Monica, Where? 
3,04, George Stephanopoulos ,Phoebe, Right- where we've been looking all night! 
3,04, George Stephanopoulos ,Rachel, He is so cute! 
3,04, George Stephanopoulos ,Monica," Oh, George, baby, drop the towel! "
3,04, George Stephanopoulos ,All," Yeah, drop it! Drop the towel! Please drop
the—(pause)—wowww. "
3,04, George Stephanopoulos ,,
3,04, George Stephanopoulos ,Joey," Man. Can you believe he's only had sex with
one woman? "
3,04, George Stephanopoulos ,Chandler," I think it's great. Y'know, it's sweet,
it's romantic... "
3,04, George Stephanopoulos ,Joey, Really? 
3,04, George Stephanopoulos ,Chandler," No, you kidding? The guy's a freak.. (Ross
enters off camera) "
3,04, George Stephanopoulos ,Both," Hey, buddy. "
3,04, George Stephanopoulos ,Ross," Hi. (He is wearing a piece of steel bandaged
to his nose.  He tosses some forms onto reception desk.) "
3,04, George Stephanopoulos ,Receptionist," (sarcastic) Oh, that's attractive. "
3,04, George Stephanopoulos ,Chandler," Oh, I thought you were great in Silence of
the Lambs. Oh come on, admit it! All things considered, you had fun tonight. "
3,04, George Stephanopoulos ,Ross," Fun? Where was the fun? Tell me specifically,
which part was the fun part? Where's my puck? "
3,04, George Stephanopoulos ,Joey," Oh, ah- the kid has it. "
3,04, George Stephanopoulos ,Ross," The kid...? (To the kid) Excuse me, uh,
that's, that's my puck. "
3,04, George Stephanopoulos ,,
3,04, George Stephanopoulos ,Chandler," You gotta do it, man. "
3,04, George Stephanopoulos ,Ross," (to the kid) Oh yeah? Well, I'm rubber, you're
glue, whatever—(to Chandler)—can't do it. (to the kid) Listen, uh- gimme back my
puck. "
3,04, George Stephanopoulos ,,
3,04, George Stephanopoulos ,Ross," 'Yes', how about. C'mere. Gimme! "
3,04, George Stephanopoulos ,,
3,04, George Stephanopoulos ,Receptionist, Hey! Hey! No rough holding in my ER! 
3,04, George Stephanopoulos ,Ross," (tries to snatch it from the kid) GIVE ME MY
PUCK!! (but it files out of his grasp and knocks out the receptionist) "
3,04, George Stephanopoulos ,Ross, ...Now that was fun. 
3,04, George Stephanopoulos ,,
3,04, George Stephanopoulos ,Ross," (Doing the spinning) Okay, Monica"
3,04, George Stephanopoulos ,Monica," Could've played Monopoly, but
nooooo. "
3,04, George Stephanopoulos ,,
3,04, George Stephanopoulos ,Chandler, Thanks. (The guy nods and leaves) 
3,04, George Stephanopoulos ,Ross," Okay, Pheebs"
3,04, George Stephanopoulos ,,
3,04, George Stephanopoulos ,Chandler," Hello? Oh, uh, Rachel, it's the Visa card
people. "
3,04, George Stephanopoulos ,Rachel," Oh, okay. Will you take my place? "
3,04, George Stephanopoulos ,Chandler," Alright. (on phone) Yes, this is Rachel. "
3,04, George Stephanopoulos ,Rachel," Nooo! (She grabs the phone and Chandler
takes her place on the mat.) (On phone) Hello? (Listens) Oh, yeah, no, I know, I-I haven't
been using it much. (Listens) Oh, well, thanks, but, I'm okay, really. "
3,04, George Stephanopoulos ,Ross, Green. To the green. 
3,04, George Stephanopoulos ,Rachel," (on phone) I've got magic beans. (Listens)
Never-never mind. "
3,04, George Stephanopoulos ,Chandler," To the left, to the left- aww! (They all
collapse) "
3,04, George Stephanopoulos ,Rachel, (on phone) Ohhh... I'm fine.
3,08, Nana Dies Twice ,,
3,10, The Monkey ,,
3,11, Mrs. Bing ,,
3,12, The Dozen Lasagnas ,,
3,12, The Dozen Lasagnas ,,
3,12, The Dozen Lasagnas ,,
3,13, The Boobies ,,
3,19, The Monkey Gets Away ,,
3,19, The Monkey Gets Away ,,
3,19, The Monkey Gets Away ,,
3,20, The Evil Orthodontist ,,
3,20, The Evil Orthodontist ,Chandler,
3,21, The Fake Monica ,,
3,22, The Ick Factor ,,
3,24, Rachel Finds Out ,,
4,01, Monica Gets A Roommate ,,
4,01, Monica Gets A Roommate ,Monica," There's nothing to tell! He's just some guy
I work with!"
4,01, Monica Gets A Roommate ,Joey," C'mon, you're going out with the guy! There's
gotta be something wrong with him!"
4,01, Monica Gets A Roommate ,Chandler," All right Joey, be
nice.  So does he have a hump? A hump and a hairpiece?"
4,01, Monica Gets A Roommate ,Phoebe," Wait, does he eat chalk?"
4,01, Monica Gets A Roommate ,,
4,01, Monica Gets A Roommate ,Phoebe," Just, 'cause, I don't want her to go through
what I went through with Carl- oh!"
4,01, Monica Gets A Roommate ,Monica," Okay, everybody relax. This is not even a
date. It's just two people going out to dinner and- not having sex."
4,01, Monica Gets A Roommate ,Chandler, Sounds like a date to me.
4,01, Monica Gets A Roommate ,,
4,01, Monica Gets A Roommate ,Chandler," Alright, so I'm back in high school, I'm
standing in the middle of the cafeteria, and I realize I am totally naked."
