season,episode,character,dialogue
s02,e24,Ross Geller,Get out!
s02,e24,Chandler Bing,"Well she totally called me on it, okay. She said, 'cut it out, get real', and I did."
s02,e24,Rachel Green,Wow! What's that like?
s02,e24,Chandler Bing,"It's like this, me, no jokes."
s02,e24,Phoebe Buffay,"All right, stop it, you're freaking me out."
s02,e24,Monica Geller,"Bye sweetie, I love you."
s02,e24,Phoebe Buffay,"I think my boyfriend ever so dreamy, I wonder what our wedding's gonna be like."
s02,e24,Monica Geller,What are you talking about? What wedding?
s02,e24,Phoebe Buffay,"Come on, like you never talk that."
s02,e24,Monica Geller,"Nooo! Never! I mean, we're living in the moment. God, it is so nice for once to not have to get all hung up on 'Where is this going?'"
s02,e24,Rachel Green,Afraid to ask him?
s02,e24,Monica Geller,Could not be more terrified.
s02,e24,Chandler Bing,"Well, I think you should seriously consider the marriage thing, give Rachel another chance to dress up like Princess Bubble Yum."
s02,e24,Monica Geller,"Where's Benny? There he is! Where's Benny, there he is."
s02,e24,Monica Geller,"Hey, you know I got a question for ya. Just a little thing, no pressure."
s02,e24,Monica Geller,"Did you ever, uh, like, think about the future?"
s02,e24,Monica Geller,"Yeah, am I in it?"
s02,e24,Monica Geller,"Oh God, you are about to get sooo lucky."
s02,e24,Monica Geller,Keep talkin'.
s02,e24,Monica Geller,"Okay, so, uh, we're in France, we're making the toast. Do you see a little bassinet in the corner?"
s02,e24,Monica Geller,"Not a basset, a bassinet."
s02,e24,Monica Geller,"Well, I just think the baby would keep falling off the dog. Do you, uh, do you , do you not see kids in our future."
s02,e24,Monica Geller,"That's Great. You know we don't need to talk about this now. Really, I mean this is, is so way, way, way, in the future, I'm talkin' hovercrafts and apes taking over the planet."
s02,e24,Joey Tribbiani,"Come on, Chandler, I want this part soo much. Just one kiss, I won't tell anyone."
s02,e24,Chandler Bing,"Joey, no means no!"
s02,e24,Chandler Bing,"I'm sorry we, we don't have your sheep."
s02,e24,Joey Tribbiani,"Aww, Rach, I think you look cute And you, uh, you, you I could eat with a spoon ."
s02,e24,Ross Geller,Get away from me I said no!
s02,e24,Monica Geller,Richard buzzed. He's waiting downstairs.
s02,e24,Joey Tribbiani,"Oh, Richard's here. I should run down say bye to him"
s02,e24,Phoebe Buffay,"Bye, good luck."
s02,e24,Phoebe Buffay,"So how's your date with your cyberchick going. Ooh, hey, what is all that ."
s02,e24,Chandler Bing,"Oh, it's a website, it's the, uh, the Guggenheim museum. See, she likes art, and I like funny words."
s02,e24,Phoebe Buffay,What does she mean by HH?
s02,e24,Chandler Bing,It means we're holding hands.
s02,e24,Phoebe Buffay,Are you the cutest?
s02,e24,Chandler Bing,I'm afraid I might just be.
s02,e24,Phoebe Buffay,"You know, what I think is so great that you are totally into this person and yet for all you know she could be like 90 years old, or have two heads, or. It could be a guy."
s02,e24,Chandler Bing,"Okay, it's not a guy, all right, I know her."
s02,e24,Phoebe Buffay,It could be like a big giant guy.
s02,e24,Joey Tribbiani,"Man, I got this close to him and Monica kneed me in the back. What's going on?"
s02,e24,Phoebe Buffay,We were just wondering if Chandler's girlfriend is a girl.
s02,e24,Joey Tribbiani,"Oh, well. Just ask her how long she's gonna live. Women live longer than men."
s02,e24,Chandler Bing,How do you not fall down more?
s02,e24,Phoebe Buffay,"Okay, ask her 'What is her current method of birth control?'"
s02,e24,Chandler Bing,"All right. ""My husband is sleeping with his secretary."" She's married!"
s02,e24,Phoebe Buffay,Well at least we know she's a woman.
s02,e24,Chandler Bing,I can't believe she's married.
s02,e24,Joey Tribbiani,"Aw, man I'm sorry . This must be very tough for ya, huh ."
s02,e24,Monica Geller,"So, I read this article in the paper the other day that says you're not supposed to throw rice at weddings, because when pigeons eat rice it kills them."
s02,e24,Monica Geller,"Oh, absolutely. Yeah, you know I'm not even thinking about that thing that we're not supposed to think about."
s02,e24,Ross Geller,"Hey, there."
s02,e24,Ross Geller,Are you all right?
s02,e24,Rachel Green,"Yeah, when I was in the bathroom I saw the window that I crawled out of at my wedding, and God, I just started thinking that I shouldn't be here, you know I shouldn't, people are going to be looking at me and judging me and, and thinking about the last time."
s02,e24,Ross Geller,"Sweetie, it's be gonna okay, all right. It's a wedding, generally people focus on the bride."
s02,e24,Rachel Green,"God I know, you're right."
s02,e24,Rachel Green,"Okay, I'll see you after the thing."
s02,e24,Ross Geller,"Okay, good luck"
s02,e24,Rachel Green,"Thank you, Okay, Okay."
s02,e24,Rachel Green,Why the hell didn't you tell me!
s02,e24,Ross Geller,"I'm sorry. What was I supposed to do stand up and shout 'Hey, Rachel, your butt is showing!'"
s02,e24,Rachel Green,"Oh my God this is sooo humiliating. I think the only thing that tops that was, was, was when I was in the eight grade and I had to sing the Copa Cabana in front of the entire school. I think I got about two lines into it before I ran and freaked out. Oh my God, my entire life is flashing before my eyes."
s02,e24,Ross Geller,"Rach, hey look, I remember that, it wasn't so bad."
s02,e24,Rachel Green,"Oh Ross, would you stop, you got me, I'm dating you."
s02,e24,Rachel Green,"Oh hi, Mr. Wineburg, hi Mrs. Wineburg."
s02,e24,Rachel Green,"Okay, now that is the third time someone has said something like that to me today."
s02,e24,Rachel Green,"Oh, hi!"
s02,e24,Rachel Green,I know.
s02,e24,Rachel Green,"Oh honey, I'm so proud of you, Min."
s02,e24,Rachel Green,"Yeah, I love that story. Um, I got a question for you guys. Why do people keep is saying that is good to see me up and about?"
s02,e24,Joey Tribbiani,"Angela? Joey Tribiani. Listen, what are ya doing tonight. I know your seeing that guy I was thinking maybe you could bring him.....Hello? Hello?"
s02,e24,Phoebe Buffay,"Aren't you gonna answer her, that's like the tenth bing-bong message she sent. She wants to know what's wrong?"
s02,e24,Chandler Bing,What's wrong? What's wrong? You're married that's what's wrong.
s02,e24,Phoebe Buffay,"Oh, my."
s02,e24,Phoebe Buffay,She wants to meet you in person.
s02,e24,Chandler Bing,"Hey, look, Phoebe I wanted to meet her in person too, okay, but she's married, she has a husband."
s02,e24,Phoebe Buffay,"What if the husband person is the wrong guy, and you are the right guy. I mean you don't get chances like this all the time, if you don't meet her now, you're gonna be kicking yourself when your 80, which is hard to do, and that's how you break a hip."
s02,e24,Chandler Bing,"Okay, I'll do it!"
s02,e24,Phoebe Buffay,"Oh, yeah! Okay! Great! Go, man, go put on your shoes, and, and march out there and meet her! Oh, wait, no, no you have to take a shower, 'cause, eww. No, you know what you have to answer her, answer her first. No, no, you know what make some coffee 'cause its too much."
s02,e24,Monica Geller,"Okay, one more, please. Come on, I'm gonna get it in this time, I will."
s02,e24,Monica Geller,"You know what, maybe I don't need to have children. You know maybe I just think I do because that is what society, and by that I mean my mom, has always convinced me that I... I do, I have to have children, I'm sorry, I just do."
s02,e24,Ross Geller,"Uh, I like to, uh, to add something to that..."
s02,e24,Rachel Green,"Why are you adding, why are you adding, why are you adding, why are you adding?"
s02,e24,Ross Geller,"Most of you don't know me, I'm Rachel's boyfriend."
s02,e24,Rachel Green,Oh dear God.
s02,e24,Ross Geller,"Ross, uh and uh, I'd just like to say that it did take a lot of courage for Rachel to come here tonight. And, uh, for the record she did not run out on Barry because she had syphilis. What are you doing I'm serious. Uh, the reason she walked out on, on Barry is simply that she didn't love him, which incidentally worked out pretty well for me Cheers."
s02,e24,Rachel Green,She you in the parking lot.
s02,e24,Ross Geller,"No, Rach!"
s02,e24,Rachel Green,"Ya, know what Barr, I'm not gonna leave. I probably should, but I'm not, see 'cause I promised myself that I would make it through at least *one* of your weddings . See now, tonight, all I really wanted was to make it though this evening with a little bit of grace and dignity. Well , I guess we can all agree that's not gonna happen. There's nothing really left to say except.... ""Her name was Lola. She was a showgirl. With yellow feathers , feathers in her hair, and a dress cut down to there. She would..."""
s02,e24,Rachel Green,"""...marenge, thank you honey, and do the cha-cha. And while she like to be a star, Tony always tended bar. At the, wait, wait, everybody.."""
s02,e24,Rachel Green,"At the Copa, Copa Cabana The hottest spot north of Havana. At the Copa, Coo-pa Ca-ban-a, music and fashion were always the passion, at the Copa...."
s02,e24,Monica Geller,You'll do what?
s02,e24,Monica Geller,Oh my God!
s02,e24,Monica Geller,"You're the most wonderful man. And if you hadn't of said 'if I have to' like seventeen times, then I'd be saying 'okay, let's do it.'"
s02,e24,Monica Geller,"Oh my God, I can't believe what I'm getting ready to say. I wanna have a baby, but I don't wanna have one with someone who doesn't really wanna have one."
s02,e24,Monica Geller,I know you do. Me too. So what now?
s02,e24,Chandler Bing,"Where is she, Where is she? Oh, hey, I have a question, where is she?"
s02,e24,Rachel Green,"Chandler, relax, Chandler, she'll be here."
s02,e24,Chandler Bing,"Ooh, oh, oh, that's her."
s02,e24,Ross Geller,"Yeah, 'cause life's just that kind."
s02,e24,Phoebe Buffay,"Chandler, you gotta stop staring at the door. It's like a watched pot, you know if you keep looking at it then the door is to, never gonna boil. I think what you have to do is try not to..."
s02,e24,Chandler Bing,Oh my God!
s02,e24,Ross Geller,"All right I've been feeling incredibly guilty about this, because I wanna be a good friend, and dammit I am a good friend. So just, just shut up and close your eyes ."
s02,e24,Joey Tribbiani,"Wow, you are a good friend, 'course the audition was this morning, and I didn't get it. But that was a hell of a kiss. Rachel is a very lucky girl."
s03,e01,Joey Tribbiani,I'm tellin' ya that girl totally winked at me.
s03,e01,Ross Geller,I have to say Tupolo Honey by Van Morrison.
s03,e01,Rachel Green,Nooo Way! The most romantic song ever is The Way We Were.
s03,e01,Phoebe Buffay,"See, I-I think that one that Elton John wrote for, um, that guy on Who's The Boss."
s03,e01,Rachel Green,"What song was that, Pheebs?"
s03,e01,Phoebe Buffay,"Hold me close, young Tony Dan-za."
s03,e01,Phoebe Buffay,Hi Monica!
s03,e01,Ross Geller,Hey Mon!
s03,e01,Rachel Green,Hey Mon!
s03,e01,Phoebe Buffay,"Oh my God, has she slept at all?"
s03,e01,Rachel Green,"No, it's been three nights in a row."
s03,e01,Ross Geller,"Yeah, she finally stopped crying yesterday, but then she found one of Richard's cigar butts out on the terrace, so."
s03,e01,Phoebe Buffay,"Oh, okay that explains it. I got a call at two in the morning, but all I could hear was, like, this high squeaky sound, so I thought okay its like a mouse or a opossum. But then I realized where would a mouse or a opossum get the money to make the phone call."
s03,e01,Joey Tribbiani,"Morning, hey, you made pancakes?"
s03,e01,Chandler Bing,"Yeah, like there's any way I could ever do that."
s03,e01,Joey Tribbiani,Good morning.
s03,e01,Chandler Bing,"Hey, you know what, here's a thought. Why don't you stay home from work today and just hang out with me."
s03,e01,Chandler Bing,I can not believe that I am going out with someone that is getting divorced. I'm such a grown up.
s03,e01,Chandler Bing,"Well, maybe I won't kiss you, and then you'll have to stay."
s03,e01,Joey Tribbiani,Kiss her! Kiss her!
s03,e01,Joey Tribbiani,B-bye Janice. So when ya' dumpin' her.
s03,e01,Chandler Bing,"Nope, not this time."
s03,e01,Joey Tribbiani,"Come on, quite yankin' me."
s03,e01,Chandler Bing,I'm not yanking you.
s03,e01,Joey Tribbiani,This is Janice.
s03,e01,Chandler Bing,"Yeah, I know. She makes me happy."
s03,e01,Joey Tribbiani,"Okay. All right. You look me in the eye and tell me, without blinking, that you're not breaking up with her. No blinking."
s03,e01,Chandler Bing,I'm not breaking up with her!
s03,e01,Monica Geller,"God, look what I found in the drain."
s03,e01,Monica Geller,It's some of Richard's hair! What do I do with this?
s03,e01,Ross Geller,Getting it away from me would be job one.
s03,e01,Monica Geller,"It's weird, but you know what I don't wanna throw this away. I mean this is like all I have left of him, gross, drain hair. Ooh!"
s03,e01,Phoebe Buffay,"Ooh. Oh. It looks like, like a tiny little person drowning in your cereal."
s03,e01,Monica Geller,"God, what is wrong with me."
s03,e01,Ross Geller,You need to get some sleep.
s03,e01,Monica Geller,I need to get some Richard.
s03,e01,Rachel Green,"Monica, you broke up with him for a reason."
s03,e01,Monica Geller,"I know, I know. I'm just so tired of-of missing him. I'm tired of wondering why hasn't he called. Why hasn't he called!"
s03,e01,Phoebe Buffay,"Maybe, because you told him not to."
s03,e01,Monica Geller,What are you the memory woman?
s03,e01,Joey Tribbiani,Their not breaking up. Chandler and Janice. Their not breaking up. He didn't blink or anything.
s03,e01,Rachel Green,"Well, you know I'm not surprised. I mean have you seen them together, they're really cute."
s03,e01,Joey Tribbiani,Cute! This is Janice! You remember Janice?
s03,e01,Rachel Green,"Yes, Joey, I remember, she's annoying, but you know what she's-she's his girlfriend now. I mean what can we do?"
s03,e01,Joey Tribbiani,There you go! That's the spirit I'm looking for! What can we do? Huh? All right who's first? Huh? Ross?
s03,e01,Ross Geller,"Well I'm thinking that Chandler's our friend and Janice makes him happy, so I say we just all be adult about it and accept her."
